Symbols,Score,min_ranking,median_ranking
RNU5E-1,0.023921467321105658,18918.0,19740.0
RNU5D-1,0.023921467321105658,18918.0,19740.0
SNORA70E,0.023921467321105658,18918.0,19740.0
MIR5186,0.023921467321105658,18918.0,19740.0
ANP32A-IT1,0.023921467321105658,18918.0,19740.0
CARD8-AS1,0.023921467321105658,18918.0,19740.0
RPL23AP82,0.023921467321105658,18918.0,19740.0
RPL23AP7,0.023921467321105658,18918.0,19740.0
SNORD48,0.023921467321105658,18918.0,19740.0
RNA5SP244,0.023921467321105658,18918.0,19740.0
HCG4B,0.023921467321105658,18918.0,19740.0
LINC00032,0.023921467321105658,18918.0,19740.0
PTENP1,0.023921467321105658,18918.0,19740.0
LINC00574,0.023921467321105658,18918.0,19740.0
SNORD115-25,0.023921467321105658,18918.0,19740.0
LINC00239,0.023921467321105658,18918.0,19740.0
SNORA36A,0.023921467321105658,18918.0,19740.0
SNAR-I,0.023921467321105658,18918.0,19740.0
DGCR9,0.023921467321105658,18918.0,19740.0
RCAN3AS,0.023921467321105658,18918.0,19740.0
ERC2-IT1,0.023921467321105658,18918.0,19740.0
HAR1B,0.023921467321105658,18918.0,19740.0
SNORD114-21,0.023921467321105658,18918.0,19740.0
INE2,0.023921467321105658,18918.0,19740.0
SNORD114-26,0.023921467321105658,18918.0,19740.0
SNORD114-22,0.023921467321105658,18918.0,19740.0
SNORD114-23,0.023921467321105658,18918.0,19740.0
SNORD114-24,0.023921467321105658,18918.0,19740.0
SNORD114-25,0.023921467321105658,18918.0,19740.0
GATSL1,0.023921467321105658,18918.0,19740.0
LINC00208,0.023921467321105658,18918.0,19740.0
TM4SF19-TCTEX1D2,0.023921467321105658,18918.0,19740.0
C3ORF49,0.023921467321105658,18918.0,19740.0
CRYAA2,0.023921467321105658,18918.0,19740.0
C3orf52,0.023921467321105658,18918.0,19740.0
SEPT9,0.023921467321105658,18918.0,19740.0
AARS,0.023921467321105658,18918.0,19740.0
SARS,0.023921467321105658,18918.0,19740.0
CARS,0.023921467321105658,18918.0,19740.0
RBMY1J,0.023921467321105658,18918.0,19740.0
BUB1B-PAK6,0.023921467321105658,18918.0,19740.0
LINC00578,0.023921467321105658,18918.0,19740.0
FAM25C,0.023921467321105658,18918.0,19740.0
TSPY10,0.023921467321105658,18918.0,19740.0
TSPY3,0.023921467321105658,18918.0,19740.0
CXORF51B,0.023921467321105658,18918.0,19740.0
SMIM11B,0.023921467321105658,18918.0,19740.0
ADPRHL2,0.023921467321105658,18918.0,19740.0
SNORD96B,0.023921467321105658,18918.0,19740.0
BDNF-AS,0.023921467321105658,18918.0,19740.0
WDR34,0.023921467321105658,18918.0,19740.0
TMEM173,0.023921467321105658,18918.0,19740.0
SNORA71E,0.023921467321105658,18918.0,19740.0
SNORA60,0.023921467321105658,18918.0,19740.0
CFAP44-AS1,0.023921467321105658,18918.0,19740.0
MIR5094,0.023921467321105658,18918.0,19740.0
CTF2P,0.023921467321105658,18918.0,19740.0
GAGE4,0.023921467321105658,18918.0,19740.0
MIR548AS,0.023921467321105658,18918.0,19740.0
MIR5691,0.023921467321105658,18918.0,19740.0
SMIM2-IT1,0.023921467321105658,18918.0,19740.0
MORC2-AS1,0.023921467321105658,18918.0,19740.0
CBR3-AS1,0.023921467321105658,18918.0,19740.0
DLEU2L,0.023921467321105658,18918.0,19740.0
SNORA2B,0.023921467321105658,18918.0,19740.0
SNORD115-24,0.023921467321105658,18918.0,19740.0
SNORD115-26,0.023921467321105658,18918.0,19740.0
TMEM92-AS1,0.023921467321105658,18918.0,19740.0
LINC01238,0.023921467321105658,18918.0,19740.0
C2CD4D-AS1,0.023921467321105658,18918.0,19740.0
LINC01270,0.023921467321105658,18918.0,19740.0
LINC01271,0.023921467321105658,18918.0,19740.0
MIR646HG,0.023921467321105658,18918.0,19740.0
FAM182A,0.023921467321105658,18918.0,19740.0
LINC01305,0.023921467321105658,18918.0,19740.0
LINC01237,0.023921467321105658,18918.0,19740.0
LINC01943,0.023921467321105658,18918.0,19740.0
LINC01096,0.023921467321105658,18918.0,19740.0
RGMB-AS1,0.023921467321105658,18918.0,19740.0
WEE2-AS1,0.023921467321105658,18918.0,19740.0
LINC02586,0.023921467321105658,18918.0,19740.0
LINC01750,0.023921467321105658,18918.0,19740.0
LINC01181,0.023921467321105658,18918.0,19740.0
SOCS2-AS1,0.023921467321105658,18918.0,19740.0
GRK5-IT1,0.023921467321105658,18918.0,19740.0
CHEK2P2,0.023921467321105658,18918.0,19740.0
LINC00887,0.023921467321105658,18918.0,19740.0
CPNE8-AS1,0.023921467321105658,18918.0,19740.0
PRICKLE2-AS1,0.023921467321105658,18918.0,19740.0
LINC00205,0.023921467321105658,18918.0,19740.0
BAIAP2-DT,0.023921467321105658,18918.0,19740.0
DNM1P35,0.023921467321105658,18918.0,19740.0
LINC02036,0.023921467321105658,18918.0,19740.0
FAM95C,0.023921467321105658,18918.0,19740.0
KIR3DP1,0.023921467321105658,18918.0,19740.0
BTG3-AS1,0.023921467321105658,18918.0,19740.0
CYP17A1-AS1,0.023921467321105658,18918.0,19740.0
CEBPA-DT,0.023921467321105658,18918.0,19740.0
PRSS43P,0.023921467321105658,18918.0,19740.0
LMCD1-AS1,0.023921467321105658,18918.0,19740.0
EHD4-AS1,0.023921467321105658,18918.0,19740.0
BAALC-AS1,0.023921467321105658,18918.0,19740.0
GRASLND,0.023921467321105658,18918.0,19740.0
NCKAP5-AS2,0.023921467321105658,18918.0,19740.0
SLC8A1-AS1,0.023921467321105658,18918.0,19740.0
ADGRD1-AS1,0.023921467321105658,18918.0,19740.0
TRHDE-AS1,0.023921467321105658,18918.0,19740.0
TPTE2P5,0.023921467321105658,18918.0,19740.0
LINC00880,0.023921467321105658,18918.0,19740.0
LINC02085,0.023921467321105658,18918.0,19740.0
GAS6-DT,0.023921467321105658,18918.0,19740.0
CRIM1-DT,0.023921467321105658,18918.0,19740.0
DUBR,0.023921467321105658,18918.0,19740.0
GDNF-AS1,0.023921467321105658,18918.0,19740.0
LAMP5-AS1,0.023921467321105658,18918.0,19740.0
SNORA75,0.023921467321105658,18918.0,19740.0
SNORD89,0.023921467321105658,18918.0,19740.0
HLA-DPB2,0.023921467321105658,18918.0,19740.0
OR4F13P,0.023921467321105658,18918.0,19740.0
LINC00881,0.023921467321105658,18918.0,19740.0
ACTG1P17,0.023921467321105658,18918.0,19740.0
SRGAP2D,0.023921467321105658,18918.0,19740.0
SLCO4A1-AS1,0.023921467321105658,18918.0,19740.0
TNRC18P1,0.023921467321105658,18918.0,19740.0
RFPL1S,0.023921467321105658,18918.0,19740.0
SMC5-AS1,0.023921467321105658,18918.0,19740.0
MAMDC2-AS1,0.023921467321105658,18918.0,19740.0
NAALADL2-AS2,0.023921467321105658,18918.0,19740.0
FUT8-AS1,0.023921467321105658,18918.0,19740.0
LINC01664,0.023921467321105658,18918.0,19740.0
DLG5-AS1,0.023921467321105658,18918.0,19740.0
ITPKB-IT1,0.023921467321105658,18918.0,19740.0
GATA6-AS1,0.023921467321105658,18918.0,19740.0
IL6R-AS1,0.023921467321105658,18918.0,19740.0
IRAIN,0.023921467321105658,18918.0,19740.0
LINC00882,0.023921467321105658,18918.0,19740.0
TPRG1-AS2,0.023921467321105658,18918.0,19740.0
SNORD116-14,0.023921467321105658,18918.0,19740.0
ABALON,0.023921467321105658,18918.0,19740.0
LINC02555,0.023921467321105658,18918.0,19740.0
GASAL1,0.023921467321105658,18918.0,19740.0
CLEC12A-AS1,0.023921467321105658,18918.0,19740.0
TMCO5B,0.023921467321105658,18918.0,19740.0
PHACTR2-AS1,0.023921467321105658,18918.0,19740.0
TOLLIP-AS1,0.023921467321105658,18918.0,19740.0
LINC02082,0.023921467321105658,18918.0,19740.0
FAM83H-AS1,0.023921467321105658,18918.0,19740.0
LIMS1-AS1,0.023921467321105658,18918.0,19740.0
IQCJ-SCHIP1-AS1,0.023921467321105658,18918.0,19740.0
ASAP1-IT2,0.023921467321105658,18918.0,19740.0
LINC00674,0.023921467321105658,18918.0,19740.0
FOXCUT,0.023921467321105658,18918.0,19740.0
ILF3-DT,0.023921467321105658,18918.0,19740.0
PLCE1-AS1,0.023921467321105658,18918.0,19740.0
SAMSN1-AS1,0.023921467321105658,18918.0,19740.0
SP3P,0.023921467321105658,18918.0,19740.0
LINC01050,0.023921467321105658,18918.0,19740.0
LINC00623,0.023921467321105658,18918.0,19740.0
TSPOAP1-AS1,0.023921467321105658,18918.0,19740.0
LINC00942,0.023921467321105658,18918.0,19740.0
BLACAT1,0.023921467321105658,18918.0,19740.0
PRAMEF16,0.023921467321105658,18918.0,19740.0
TFAP2A-AS1,0.023921467321105658,18918.0,19740.0
LINC02743,0.023921467321105658,18918.0,19740.0
TREML3P,0.023921467321105658,18918.0,19740.0
SHLD2P3,0.023921467321105658,18918.0,19740.0
LINC01549,0.023921467321105658,18918.0,19740.0
LINC01553,0.023921467321105658,18918.0,19740.0
PITRM1-AS1,0.023921467321105658,18918.0,19740.0
LINC01362,0.023921467321105658,18918.0,19740.0
LEMD1-DT,0.023921467321105658,18918.0,19740.0
SNORD114-30,0.023921467321105658,18918.0,19740.0
DAPK1-IT1,0.023921467321105658,18918.0,19740.0
C8ORF34-AS1,0.023921467321105658,18918.0,19740.0
HCP5B,0.023921467321105658,18918.0,19740.0
EDRF1-AS1,0.023921467321105658,18918.0,19740.0
RNU6-34P,0.023921467321105658,18918.0,19740.0
RNU6ATAC35P,0.023921467321105658,18918.0,19740.0
LINC00938,0.023921467321105658,18918.0,19740.0
TFAP2A-AS2,0.023921467321105658,18918.0,19740.0
IGLJ3,0.023921467321105658,18918.0,19740.0
GPC6-AS2,0.023921467321105658,18918.0,19740.0
KDM7A-DT,0.023921467321105658,18918.0,19740.0
PARTICL,0.023921467321105658,18918.0,19740.0
RAI1-AS1,0.023921467321105658,18918.0,19740.0
COPG2IT1,0.023921467321105658,18918.0,19740.0
FOXN3-AS1,0.023921467321105658,18918.0,19740.0
LINC01351,0.023921467321105658,18918.0,19740.0
RNU6-33P,0.023921467321105658,18918.0,19740.0
LINC01770,0.023921467321105658,18918.0,19740.0
SNHG25,0.023921467321105658,18918.0,19740.0
LINC01930,0.023921467321105658,18918.0,19740.0
LINC01914,0.023921467321105658,18918.0,19740.0
DHFRP3,0.023921467321105658,18918.0,19740.0
OTUD6B-AS1,0.023921467321105658,18918.0,19740.0
DCST1-AS1,0.023921467321105658,18918.0,19740.0
TRIM52-AS1,0.023921467321105658,18918.0,19740.0
SNORD114-31,0.023921467321105658,18918.0,19740.0
NPTN-IT1,0.023921467321105658,18918.0,19740.0
IGLV1-36,0.023921467321105658,18918.0,19740.0
AGAP1-IT1,0.023921467321105658,18918.0,19740.0
MINCR,0.023921467321105658,18918.0,19740.0
IGLL3P,0.023921467321105658,18918.0,19740.0
VSTM2A-OT1,0.023921467321105658,18918.0,19740.0
MESTIT1,0.023921467321105658,18918.0,19740.0
LINC01013,0.023921467321105658,18918.0,19740.0
NRAV,0.023921467321105658,18918.0,19740.0
LINC01353,0.023921467321105658,18918.0,19740.0
NCAM1-AS1,0.023921467321105658,18918.0,19740.0
KIAA2012-AS1,0.023921467321105658,18918.0,19740.0
TTLL10-AS1,0.023921467321105658,18918.0,19740.0
NIPBL-DT,0.023921467321105658,18918.0,19740.0
RARA-AS1,0.023921467321105658,18918.0,19740.0
ELFN1-AS1,0.023921467321105658,18918.0,19740.0
RNU6-78P,0.023921467321105658,18918.0,19740.0
LINC01151,0.023921467321105658,18918.0,19740.0
MRS2P2,0.023921467321105658,18918.0,19740.0
CCND2-AS1,0.023921467321105658,18918.0,19740.0
VPS13B-DT,0.023921467321105658,18918.0,19740.0
DNAH17-AS1,0.023921467321105658,18918.0,19740.0
LINC01002,0.023921467321105658,18918.0,19740.0
SNHG18,0.023921467321105658,18918.0,19740.0
USP2-AS1,0.023921467321105658,18918.0,19740.0
WAKMAR2,0.023921467321105658,18918.0,19740.0
LINC02246,0.023921467321105658,18918.0,19740.0
NNT-AS1,0.023921467321105658,18918.0,19740.0
OR7E14P,0.023921467321105658,18918.0,19740.0
CSNK1A1P1,0.023921467321105658,18918.0,19740.0
LINC01767,0.023921467321105658,18918.0,19740.0
SH3RF3-AS1,0.023921467321105658,18918.0,19740.0
LINC02341,0.023921467321105658,18918.0,19740.0
BRD7P3,0.023921467321105658,18918.0,19740.0
ZBTB11-AS1,0.023921467321105658,18918.0,19740.0
L3MBTL4-AS1,0.023921467321105658,18918.0,19740.0
SHLD2P1,0.023921467321105658,18918.0,19740.0
LINC02249,0.023921467321105658,18918.0,19740.0
ZNF355P,0.023921467321105658,18918.0,19740.0
MIR3681HG,0.023921467321105658,18918.0,19740.0
OR7E47P,0.023921467321105658,18918.0,19740.0
ELOVL2-AS1,0.023921467321105658,18918.0,19740.0
LINC01781,0.023921467321105658,18918.0,19740.0
ALDOAP2,0.023921467321105658,18918.0,19740.0
ST3GAL5-AS1,0.023921467321105658,18918.0,19740.0
TUSC8,0.023921467321105658,18918.0,19740.0
PITPNA-AS1,0.023921467321105658,18918.0,19740.0
KBTBD11-OT1,0.023921467321105658,18918.0,19740.0
KIAA0391,0.023895634203048306,18918.0,19739.5
ATP5C1,0.023895634203048306,18918.0,19739.5
ATP5G1,0.023895634203048306,18918.0,19739.5
ATP5G2,0.023895634203048306,18918.0,19739.5
ATP5J,0.023895634203048306,18918.0,19739.5
C17orf62,0.023895634203048306,18918.0,19739.5
TARS,0.023895634203048306,18918.0,19739.5
MRVI1,0.023895634203048306,18918.0,19739.5
C8orf37,0.023895634203048306,18918.0,19739.5
C11orf70,0.023895634203048306,18918.0,19739.5
C2orf71,0.023895634203048306,18918.0,19739.5
FAM57B,0.023895634203048306,18918.0,19739.5
FAM92A,0.023895634203048306,18918.0,19739.5
GUCY1A3,0.023895634203048306,18918.0,19739.5
ATP5I,0.023895634203048306,18918.0,19739.5
C7orf43,0.023895634203048306,18918.0,19739.5
LINC01192,0.023869801084990958,18918.0,19739.0
LINC02078,0.023869801084990958,18918.0,19739.0
SSTR5-AS1,0.023869801084990958,18918.0,19739.0
DPEP2NB,0.023869801084990958,18918.0,19739.0
OGFRP1,0.023869801084990958,18918.0,19739.0
LINC00616,0.023869801084990958,18918.0,19739.0
GIHCG,0.023869801084990958,18918.0,19739.0
LINC01242,0.023869801084990958,18918.0,19739.0
BISPR,0.023869801084990958,18918.0,19739.0
LINC00685,0.023869801084990958,18918.0,19739.0
LINC02273,0.023869801084990958,18918.0,19739.0
HTR5A-AS1,0.023869801084990958,18918.0,19739.0
HCG9,0.023869801084990958,18918.0,19739.0
LARS2-AS1,0.023869801084990958,18918.0,19739.0
H3Y1,0.023869801084990958,18918.0,19739.0
GTF2IP20,0.023869801084990958,18918.0,19739.0
CTSLP8,0.023869801084990958,18918.0,19739.0
PIGBOS1,0.023869801084990958,18918.0,19739.0
IFNG-AS1,0.023869801084990958,18918.0,19739.0
NUP210P1,0.023869801084990958,18918.0,19739.0
LINC02772,0.023869801084990958,18918.0,19739.0
LINC01630,0.023869801084990958,18918.0,19739.0
LINC00332,0.023869801084990958,18918.0,19739.0
FAM87A,0.023869801084990958,18918.0,19739.0
OR9A1P,0.023869801084990958,18918.0,19739.0
LINC00544,0.023869801084990958,18918.0,19739.0
CCDC183-AS1,0.023869801084990958,18918.0,19739.0
LINC01527,0.023869801084990958,18918.0,19739.0
LINC00525,0.023869801084990958,18918.0,19739.0
FAM27B,0.023869801084990958,18918.0,19739.0
FAM27C,0.023869801084990958,18918.0,19739.0
CYMP-AS1,0.023869801084990958,18918.0,19739.0
CEACAM22P,0.023869801084990958,18918.0,19739.0
LINC01924,0.023869801084990958,18918.0,19739.0
TEX36-AS1,0.023869801084990958,18918.0,19739.0
CECR9,0.023869801084990958,18918.0,19739.0
LINC01056,0.023869801084990958,18918.0,19739.0
SNORD3C,0.023869801084990958,18883.0,19704.0
LINC00967,0.023869801084990958,18918.0,19739.0
LINC02672,0.023869801084990958,18918.0,19739.0
PCDHB19P,0.023869801084990958,18918.0,19739.0
RNU6-71P,0.023869801084990958,18918.0,19739.0
LINC02053,0.023869801084990958,18918.0,19739.0
FAM155A-IT1,0.023869801084990958,18918.0,19739.0
LINC01606,0.023869801084990958,18918.0,19739.0
GCSAML-AS1,0.023869801084990958,18918.0,19739.0
PACRG-AS3,0.023869801084990958,18918.0,19739.0
LRRC37A11P,0.023869801084990958,18918.0,19739.0
KIAA1614-AS1,0.023869801084990958,18918.0,19739.0
AFF1-AS1,0.023869801084990958,18918.0,19739.0
LINC01215,0.023869801084990958,18918.0,19739.0
SPEM3,0.023869801084990958,18918.0,19739.0
LINC02705,0.023869801084990958,18918.0,19739.0
LINC02579,0.023869801084990958,18918.0,19739.0
LINC01913,0.023869801084990958,18918.0,19739.0
C10ORF126,0.023869801084990958,18918.0,19739.0
LINC01098,0.023869801084990958,18918.0,19739.0
LEMD1-AS1,0.023869801084990958,18918.0,19739.0
LINC02825,0.023869801084990958,18918.0,19739.0
LINC01815,0.023869801084990958,18918.0,19739.0
LINC00402,0.023869801084990958,18918.0,19739.0
PWRN2,0.023869801084990958,18918.0,19739.0
LINC00895,0.023869801084990958,18918.0,19739.0
LINC00317,0.023869801084990958,18918.0,19739.0
ZSCAN16-AS1,0.023869801084990958,18918.0,19739.0
LINC02449,0.023869801084990958,18918.0,19739.0
SIGLEC17P,0.023869801084990958,18918.0,19739.0
PRORSD1P,0.023869801084990958,18918.0,19739.0
KLRK1-AS1,0.023869801084990958,18918.0,19739.0
SNORD67,0.023869801084990958,18918.0,19739.0
IL21R-AS1,0.023869801084990958,18918.0,19739.0
LINC02253,0.023869801084990958,18918.0,19739.0
RAD21-AS1,0.023869801084990958,18918.0,19739.0
FAM99B,0.023869801084990958,18918.0,19739.0
CATR1,0.023869801084990958,18918.0,19739.0
PIH1D3,0.023869801084990958,18918.0,19739.0
C21orf59,0.023869801084990958,18918.0,19739.0
LINC01748,0.023869801084990958,18918.0,19739.0
C5orf42,0.023869801084990958,18918.0,19739.0
RSU1P2,0.023869801084990958,18918.0,19739.0
LINC02372,0.023869801084990958,18918.0,19739.0
LINC01020,0.023869801084990958,18918.0,19739.0
LINC02604,0.023869801084990958,18918.0,19739.0
REREP3,0.023869801084990958,18918.0,19739.0
FAM225A,0.023869801084990958,18918.0,19739.0
AZGP1P1,0.023869801084990958,18918.0,19739.0
LINC01114,0.023869801084990958,18918.0,19739.0
LINC01720,0.023869801084990958,18918.0,19739.0
LINC02561,0.023869801084990958,18918.0,19739.0
LINC00858,0.023869801084990958,18918.0,19739.0
LINC01019,0.023869801084990958,18918.0,19739.0
MIR5681B,0.023869801084990958,18918.0,19739.0
SEC24B-AS1,0.023869801084990958,18918.0,19739.0
KRT16P3,0.023869801084990958,18918.0,19739.0
LGALS8-AS1,0.023869801084990958,18918.0,19739.0
TOB2P1,0.023869801084990958,18918.0,19739.0
LINC02349,0.023869801084990958,18918.0,19739.0
LINC02538,0.023869801084990958,18918.0,19739.0
WARS,0.023869801084990958,18918.0,19739.0
C1orf194,0.023869801084990958,18918.0,19739.0
SNORA5B,0.023869801084990958,18918.0,19739.0
ADSSL1,0.023869801084990958,18918.0,19739.0
MIAT,0.023869801084990958,18918.0,19739.0
HARS,0.023869801084990958,18918.0,19739.0
LHFPL3-AS2,0.023869801084990958,18918.0,19739.0
HCG26,0.023869801084990958,18918.0,19739.0
ARHGAP26-IT1,0.023869801084990958,18918.0,19739.0
LINC02203,0.023869801084990958,18918.0,19739.0
LINC02822,0.023869801084990958,18918.0,19739.0
LINC02575,0.023869801084990958,18918.0,19739.0
TSPEAR-AS1,0.023869801084990958,18918.0,19739.0
ACTR3BP2,0.023869801084990958,18918.0,19739.0
ANKRD30BP3,0.023869801084990958,18918.0,19739.0
C15orf41,0.023869801084990958,18918.0,19739.0
SNORD38B,0.023869801084990958,18918.0,19739.0
SNORD38A,0.023869801084990958,18918.0,19739.0
LINC02685,0.023869801084990958,18918.0,19739.0
SNORD52,0.023869801084990958,18918.0,19739.0
MIR5689,0.023869801084990958,18918.0,19739.0
HOXD-AS2,0.023869801084990958,18918.0,19739.0
SNORD46,0.023869801084990958,18918.0,19739.0
LINC01771,0.023869801084990958,18918.0,19739.0
SNORD55,0.023869801084990958,18918.0,19739.0
MIR5579,0.023869801084990958,18918.0,19739.0
MKL1,0.023869801084990958,18918.0,19739.0
LINC00106,0.023869801084990958,18918.0,19739.0
MIR5191,0.023869801084990958,18918.0,19739.0
POM121L9P,0.023869801084990958,18918.0,19739.0
DGCR12,0.023869801084990958,18918.0,19739.0
CASC9,0.023869801084990958,18918.0,19739.0
C1QTNF3-AMACR,0.023869801084990958,18918.0,19739.0
OR10V2P,0.023869801084990958,18918.0,19739.0
LINC02384,0.023869801084990958,18918.0,19739.0
GATA3-AS1,0.023869801084990958,18918.0,19739.0
C7ORF66,0.023869801084990958,18918.0,19739.0
LINC01085,0.023869801084990958,18918.0,19739.0
LINC00645,0.023869801084990958,18918.0,19739.0
LINC00538,0.023869801084990958,18918.0,19739.0
RPS16P5,0.023869801084990958,18918.0,19739.0
TTC3P1,0.023869801084990958,18918.0,19739.0
CHIAP2,0.023869801084990958,18918.0,19739.0
LINC01921,0.023869801084990958,18918.0,19739.0
MHENCR,0.023869801084990958,18918.0,19739.0
SNX29P1,0.023869801084990958,18918.0,19739.0
YWHAEP7,0.023869801084990958,18918.0,19739.0
LINC02084,0.023869801084990958,18918.0,19739.0
LINC00907,0.023869801084990958,18918.0,19739.0
LINC02796,0.023869801084990958,18918.0,19739.0
LINC01208,0.023869801084990958,18918.0,19739.0
GPR1-AS,0.023869801084990958,18918.0,19739.0
CROCCP3,0.023869801084990958,18918.0,19739.0
LRRC52-AS1,0.023869801084990958,18918.0,19739.0
PGM5-AS1,0.023869801084990958,18918.0,19739.0
LINC00184,0.023869801084990958,18918.0,19739.0
ZNF295-AS1,0.023869801084990958,18918.0,19739.0
LINC01616,0.023869801084990958,18918.0,19739.0
PELATON,0.023869801084990958,18918.0,19739.0
SNORD111B,0.023869801084990958,18918.0,19739.0
MAGI1-IT1,0.023869801084990958,18918.0,19739.0
ZNF29P,0.023869801084990958,18918.0,19739.0
CLK2P1,0.023869801084990958,18918.0,19739.0
MIR720,0.023869801084990958,18918.0,19739.0
BMS1P4,0.023869801084990958,18918.0,19739.0
CCT6P3,0.023869801084990958,18918.0,19739.0
FAM41C,0.023869801084990958,18918.0,19739.0
KCNMB2-AS1,0.023869801084990958,18918.0,19739.0
SLC9A7P1,0.023869801084990958,18918.0,19739.0
TPTEP1,0.023869801084990958,18918.0,19739.0
LINC02153,0.023869801084990958,18918.0,19739.0
CYCSP52,0.023869801084990958,18918.0,19739.0
LINC02021,0.023869801084990958,18918.0,19739.0
ZBED5-AS1,0.023869801084990958,18918.0,19739.0
LINC00893,0.023869801084990958,18918.0,19739.0
LINC02014,0.023869801084990958,18918.0,19739.0
GUSBP14,0.023869801084990958,18918.0,19739.0
GUSBP15,0.023869801084990958,18918.0,19739.0
GUSBP2,0.023869801084990958,18918.0,19739.0
FAM225B,0.023869801084990958,18918.0,19739.0
PPBPP2,0.023869801084990958,18918.0,19739.0
MIR548AR,0.023869801084990958,18918.0,19739.0
LINC01015,0.023869801084990958,18918.0,19739.0
ALOX12P2,0.023869801084990958,18918.0,19739.0
AQP7P2,0.023869801084990958,18918.0,19739.0
LINC00653,0.023869801084990958,18918.0,19739.0
IDSP1,0.023869801084990958,18918.0,19739.0
SNORD56B,0.023869801084990958,18918.0,19739.0
MIR5195,0.023869801084990958,18918.0,19739.0
NEBL-AS1,0.023869801084990958,18918.0,19739.0
OR10D1P,0.023869801084990958,18918.0,19739.0
FAM205BP,0.023869801084990958,18918.0,19739.0
LINC01118,0.023869801084990958,18918.0,19739.0
LINC00276,0.023869801084990958,18918.0,19739.0
ITGA9-AS1,0.023869801084990958,18918.0,19739.0
MIR124-2HG,0.023869801084990958,18918.0,19739.0
LINC01765,0.023869801084990958,18918.0,19739.0
SSBP3-AS1,0.023869801084990958,18918.0,19739.0
PCAT7,0.023869801084990958,18918.0,19739.0
BHLHE40-AS1,0.023869801084990958,18918.0,19739.0
LINC01206,0.023869801084990958,18918.0,19739.0
LINC02635,0.023869801084990958,18918.0,19739.0
CCEPR,0.023869801084990958,18918.0,19739.0
PRR29-AS1,0.023869801084990958,18918.0,19739.0
ADAM6,0.023869801084990958,18918.0,19739.0
NKX2-1-AS1,0.023869801084990958,18918.0,19739.0
LINC02092,0.023869801084990958,18918.0,19739.0
VENTXP1,0.023869801084990958,18918.0,19739.0
MIR4290HG,0.023869801084990958,18918.0,19739.0
TRAM2-AS1,0.023869801084990958,18918.0,19739.0
MIR3945HG,0.023869801084990958,18918.0,19739.0
LINC02576,0.023869801084990958,18918.0,19739.0
FAM237B,0.023869801084990958,18918.0,19739.0
SNORD111,0.023869801084990958,18918.0,19739.0
BIRC6-AS2,0.023869801084990958,18918.0,19739.0
LASTR,0.023869801084990958,18918.0,19739.0
LINC01210,0.023869801084990958,18918.0,19739.0
PACERR,0.023869801084990958,18918.0,19739.0
LINC01579,0.023869801084990958,18918.0,19739.0
LINC00929,0.023869801084990958,18918.0,19739.0
LINC02284,0.023869801084990958,18918.0,19739.0
SDAD1P1,0.023869801084990958,18918.0,19739.0
LINC00534,0.023869801084990958,18918.0,19739.0
RGPD4-AS1,0.023869801084990958,18918.0,19739.0
SPRY4-AS1,0.023869801084990958,18918.0,19739.0
WDR11-AS1,0.023869801084990958,18918.0,19739.0
TMPO-AS1,0.023869801084990958,18918.0,19739.0
MARCOL,0.023869801084990958,18918.0,19739.0
LINC02362,0.023869801084990958,18918.0,19739.0
SLC2A1-AS1,0.023869801084990958,18918.0,19739.0
MIR3976HG,0.023869801084990958,18918.0,19739.0
TTTY6,0.023869801084990958,18918.0,19739.0
USP32P3,0.023869801084990958,18918.0,19739.0
LINC01142,0.023869801084990958,18918.0,19739.0
LINC02011,0.023869801084990958,18918.0,19739.0
FGD5P1,0.023869801084990958,18918.0,19739.0
LINC02209,0.023869801084990958,18918.0,19739.0
LRRC2-AS1,0.023869801084990958,18918.0,19739.0
LINC00174,0.023869801084990958,18918.0,19739.0
OTOAP1,0.023869801084990958,18918.0,19739.0
ITPRIP-AS1,0.023869801084990958,18918.0,19739.0
LINC02202,0.023869801084990958,18918.0,19739.0
PSMD6-AS2,0.023869801084990958,18918.0,19739.0
SMAD1-AS2,0.023869801084990958,18918.0,19739.0
WTAPP1,0.023869801084990958,18918.0,19739.0
LINC01949,0.023869801084990958,18918.0,19739.0
LINC00629,0.023869801084990958,18918.0,19739.0
CHRM3-AS2,0.023869801084990958,18918.0,19739.0
LINC01266,0.023869801084990958,18918.0,19739.0
PCOLCE-AS1,0.023869801084990958,18918.0,19739.0
CAVIN2-AS1,0.023869801084990958,18918.0,19739.0
ANKRD26P3,0.023869801084990958,18918.0,19739.0
RASSF1-AS1,0.023869801084990958,18918.0,19739.0
LINC01537,0.023869801084990958,18918.0,19739.0
DDC-AS1,0.023869801084990958,18918.0,19739.0
LINC02043,0.023869801084990958,18918.0,19739.0
RDM1P5,0.023869801084990958,18918.0,19739.0
LINC01342,0.023869801084990958,18918.0,19739.0
A2M-AS1,0.023869801084990958,18918.0,19739.0
OR2L1P,0.023869801084990958,18918.0,19739.0
RNF157-AS1,0.023869801084990958,18918.0,19739.0
SMIM10L1,0.023869801084990958,18918.0,19739.0
ADAMTSL4-AS1,0.023869801084990958,18918.0,19739.0
CNTFR-AS1,0.023869801084990958,18918.0,19739.0
BTBD9-AS1,0.023869801084990958,18918.0,19739.0
LINC02871,0.023869801084990958,18918.0,19739.0
CCDC194,0.023869801084990958,18918.0,19739.0
LINC02607,0.023869801084990958,18918.0,19739.0
